OrderID,CustomerID,ProductID,SalespersonID,OrderDate,Quantity,UnitPrice,DiscountPct,SalesAmount
10465,46,9,7,2025-05-21,7,1155.69,10,7280.85
10466,71,8,5,2025-10-30,9,6320.6,0,56885.4
10467,42,18,6,2025-05-16,7,650.97,10,4101.11
10468,18,44,4,2025-09-17,10,2602.08,10,23418.72
10469,38,1,1,2025-06-19,2,6225.55,5,11828.54
10470,10,15,19,2025-01-10,4,3630.8,0,14523.2
10471,78,4,2,2025-07-13,2,5624.34,5,10686.25
10472,19,29,18,2025-01-19,1,1361.17,10,1225.05
10473,38,13,1,2025-12-06,5,5204.34,5,24720.62
10474,99,40,16,2025-08-08,3,5408.04,0,16224.12
10475,60,30,7,2025-05-16,5,5511.93,15,23425.7
10476,46,40,11,2025-06-27,5,5408.04,15,22984.17
10477,55,32,6,2025-08-15,7,7744.95,5,51503.92
10478,79,22,10,2025-04-05,10,2933.03,15,24930.76
10479,26,44,10,2025-04-16,9,2602.08,0,23418.72
10480,64,24,11,2025-06-02,4,7161.0,15,24347.4
10481,88,48,8,2025-04-05,4,2413.38,20,7722.82
10482,58,50,11,2025-10-04,8,1247.06,0,9976.48
10483,45,30,17,2025-02-07,2,5511.93,15,9370.28
10484,15,34,9,2025-10-29,6,3058.11,20,14678.93
10485,25,13,8,2025-05-08,5,5204.34,15,22118.44
10486,95,41,3,2025-07-24,2,3581.64,20,5730.62
10487,55,34,8,2025-02-27,7,3058.11,10,19266.09
10488,31,46,3,2025-05-21,4,6467.4,0,25869.6
10489,42,14,4,2025-10-03,2,6608.68,15,11234.76
10490,58,40,20,2025-04-09,7,5408.04,10,34070.65
10491,54,24,2,2025-02-18,2,7161.0,10,12889.8
10492,70,10,10,2025-07-10,7,3685.53,5,24508.77
10493,26,9,17,2025-03-01,2,1155.69,10,2080.24
10494,65,29,20,2025-04-25,5,1361.17,0,6805.85
10495,45,16,3,2025-06-14,9,1933.82,10,15663.94
10496,95,6,4,2025-07-25,3,7808.64,0,23425.92
10497,16,22,8,2025-08-22,8,2933.03,10,21117.82
10498,15,33,12,2025-09-04,8,2707.73,15,18412.56
10499,47,16,20,2025-11-05,10,1933.82,10,17404.38
10500,51,48,5,2025-01-25,2,2413.38,10,4344.08
